Statistical profiling result from isolate-0x40c1d20-v8-25259.log, (34379 ticks, 2082 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      4  100.0%            LazyCompile: *doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:24:9
      4    1.2%      LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:209:10
      4  100.0%        LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      4  100.0%          LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      4  100.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      4    1.2%      LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:114:13
      4  100.0%        LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      4  100.0%          LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      4  100.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      4    1.2%      LazyCompile: *doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:24:9
      4  100.0%        LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:511:69
      4  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
      4  100.0%            Builtin: PromiseHandle
     94    8.6%    v8::internal::Runtime_StringLessThan(int, v8::internal::Object**, v8::internal::Isolate*)
     94  100.0%      LazyCompile: *aB native array.js:531:12
     58   61.7%        LazyCompile: *InsertionSort native array.js:542:23
     57   98.3%          LazyCompile: *QuickSort native array.js:573:19
     43   75.4%            LazyCompile: *InnerArraySort native array.js:529:24
     14   24.6%            LazyCompile: *QuickSort native array.js:573:19
      1    1.7%          Function: ~QuickSort native array.js:573:19
      1  100.0%            Function: ~QuickSort native array.js:573:19
     36   38.3%        LazyCompile: *QuickSort native array.js:573:19
     36  100.0%          LazyCompile: *InnerArraySort native array.js:529:24
     36  100.0%            LazyCompile: *sort native array.js:748:19
     63    5.8%    v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
     58   92.1%      LazyCompile: *api.process /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:39:15
     58  100.0%        LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
     45   77.6%          LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
     45  100.0%            LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
     13   22.4%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
     13  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      3    4.8%      LazyCompile: *api.createNodeMap /home/matt/dev/ld-hasher/node_modules/jsonld/lib/nodeMap.js:47:21
      3  100.0%        LazyCompile: *api.createNodeMap /home/matt/dev/ld-hasher/node_modules/jsonld/lib/nodeMap.js:47:21
      2   66.7%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:624:47
      2  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      1   33.3%          LazyCompile: *api.createNodeMap /home/matt/dev/ld-hasher/node_modules/jsonld/lib/nodeMap.js:47:21
      1  100.0%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:624:47
      1    1.6%      LazyCompile: *get /home/matt/dev/ld-hasher/node_modules/jsonld/lib/ActiveContextCache.js:20:6
      1  100.0%        Function: ~api.process /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:39:15
      1  100.0%          LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      1  100.0%            LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      1    1.6%      Function: ~get /home/matt/dev/ld-hasher/node_modules/jsonld/lib/ActiveContextCache.js:20:6
      1  100.0%        Function: ~api.process /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:39:15
      1  100.0%          LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      1  100.0%            LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
     43    3.9%    LazyCompile: *self.forEach.err /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:288:8
     43  100.0%      LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     43  100.0%        LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:273:25
     43  100.0%          LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     43  100.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     18    1.6%    v8::internal::Runtime_HasProperty(int, v8::internal::Object**, v8::internal::Isolate*)
     11   61.1%      LazyCompile: *api.process /home/matt/dev/ld-hasher/node_modules/jsonld/lib/context.js:39:15
     11  100.0%        LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      8   72.7%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
      8  100.0%            Builtin: AsyncFunctionAwaitResolveClosure
      3   27.3%          LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      3  100.0%            LazyCompile: *api.expand /home/matt/dev/ld-hasher/node_modules/jsonld/lib/expand.js:55:14
      7   38.9%      LazyCompile: *self.hashFirstDegreeQuads /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:99:47
      7  100.0%        LazyCompile: *self.forEach.err /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:288:8
      7  100.0%          LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      7  100.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:273:25
     17    1.6%    v8::internal::Runtime_CopyDataPropertiesWithExcludedProperties(int, v8::internal::Object**, v8::internal::Isolate*)
     11   64.7%      LazyCompile: *_setDefaults /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:1014:22
     11  100.0%        LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:511:69
     11  100.0%          LazyCompile: *normalize /home/matt/dev/ld-hasher/index.js:93:16
     11  100.0%            LazyCompile: *runTask /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1592:21
      4   23.5%      LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:624:47
      4  100.0%        LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:420:24
      4  100.0%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:511:69
      3   75.0%            LazyCompile: *normalize /home/matt/dev/ld-hasher/index.js:93:16
      1   25.0%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:420:24
      2   11.8%      LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:254:48
      2  100.0%        LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:624:47
      2  100.0%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/util.js:420:24
      2  100.0%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/jsonld/lib/jsonld.js:511:69
     13    1.2%    LazyCompile: *digest crypto.js:102:40
     12   92.3%      LazyCompile: *async.auto.hash /home/matt/dev/ld-hasher/index.js:97:25
     12  100.0%        LazyCompile: *runTask /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1592:21
     12  100.0%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1558:34
     12  100.0%            LazyCompile: *processQueue /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1563:26
      1    7.7%      LazyCompile: *digest /home/matt/dev/ld-hasher/node_modules/ni-uri/index.js:77:16
      1  100.0%        Function: ~async.auto.hash /home/matt/dev/ld-hasher/index.js:97:25
      1  100.0%          LazyCompile: *runTask /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1592:21
      1  100.0%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1558:34
     12    1.1%    v8::internal::Runtime_StringBuilderConcat(int, v8::internal::Object**, v8::internal::Isolate*)
     12  100.0%      LazyCompile: *DoJoin native array.js:95:16
     11   91.7%        LazyCompile: *Join native array.js:120:14
      9   81.8%          LazyCompile: *InnerArrayJoin native array.js:274:24
      9  100.0%            LazyCompile: *join native array.js:287:19
      2   18.2%          Function: ~InnerArrayJoin native array.js:274:24
      1   50.0%            LazyCompile: *join native array.js:287:19
      1   50.0%            Function: ~join native array.js:287:19
      1    8.3%        Function: ~Join native array.js:120:14
      1  100.0%          Function: ~InnerArrayJoin native array.js:274:24
      1  100.0%            Function: ~join native array.js:287:19
     12    1.1%    LazyCompile: *update crypto.js:95:40
      9   75.0%      LazyCompile: *async.auto.hash /home/matt/dev/ld-hasher/index.js:97:25
      9  100.0%        LazyCompile: *runTask /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1592:21
      9  100.0%          LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1558:34
      9  100.0%            LazyCompile: *processQueue /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1563:26
      2   16.7%      LazyCompile: *digest /home/matt/dev/ld-hasher/node_modules/ni-uri/index.js:77:16
      2  100.0%        Function: ~async.auto.hash /home/matt/dev/ld-hasher/index.js:97:25
      1   50.0%          LazyCompile: *runTask /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1592:21
      1  100.0%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1558:34
      1   50.0%          Function: ~runTask /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1592:21
      1  100.0%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1558:34
      1    8.3%      Function: ~digest /home/matt/dev/ld-hasher/node_modules/ni-uri/index.js:77:16
      1  100.0%        Function: ~async.auto.hash /home/matt/dev/ld-hasher/index.js:97:25
      1  100.0%          Function: ~runTask /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1592:21
      1  100.0%            LazyCompile: *<anonymous> /home/matt/dev/ld-hasher/node_modules/async/dist/async.js:1558:34

    757    2.2%  Builtin: FastNewClosure
    255   33.7%    LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     81   31.8%      LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:273:25
     81  100.0%        LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     69   85.2%          LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     69  100.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:273:25
     12   14.8%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:96:43
     12  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     76   29.8%      LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:220:38
     76  100.0%        LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     74   97.4%          LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     74  100.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:220:38
      2    2.6%          LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:219:11
      2  100.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
     42   16.5%      LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:46:33
     42  100.0%        LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
     33   78.6%          LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     33  100.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:46:33
      7   16.7%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:42:31
      7  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      2    4.8%          LazyCompile: *forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:68:10
      2  100.0%            Function: ~self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:42:31
     25    9.8%      LazyCompile: *fn /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:52:19
     13   52.0%        LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      8   61.5%          LazyCompile: *self.hashFirstDegreeQuads /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:99:47
      8  100.0%            LazyCompile: *self.forEach.err /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:288:8
      4   30.8%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:220:38
      4  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      1    7.7%          LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      1  100.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:46:33
      5   20.0%        LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:93:13
      5  100.0%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      5  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      3   12.0%        LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:148:7
      3  100.0%          LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      3  100.0%            LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      2    8.0%        LazyCompile: *loop /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:117:19
      2  100.0%          LazyCompile: *fn /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:52:19
      2  100.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      1    4.0%        LazyCompile: *forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:68:10
      1  100.0%          Function: ~self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:148:7
      1  100.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      1    4.0%        Function: ~loop /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:117:19
      1  100.0%          LazyCompile: *fn /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:52:19
      1  100.0%            LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     16    6.3%      LazyCompile: *self.hashFirstDegreeQuads /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:99:47
     16  100.0%        LazyCompile: *self.forEach.err /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:288:8
     16  100.0%          LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
     16  100.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:273:25
      6    2.4%      LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:118:36
      6  100.0%        LazyCompile: *self.doWork /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:101:28
      5   83.3%          LazyCompile: *self.waterfall.callback /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:114:13
      5  100.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:111:12
      1   16.7%          LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
      1  100.0%            LazyCompile: *self.forEach /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/URDNA2015.js:118:36
      4    1.6%      LazyCompile: *iterate /home/matt/dev/ld-hasher/node_modules/rdf-canonize/lib/AsyncAlgorithm.js:96:22
